lat,lon
37.54315959161101,127.07547158543963
37.543141354852146,127.07546821774312
37.54312373921871,127.07546497115216
37.54310601137879,127.0754616369891
37.543087562374474,127.07545836534199
37.5430703134822,127.07545475004693
37.54305260364427,127.07545130341742
37.54303472603582,127.07544782562914
37.54301679498139,127.07544441536477
37.54299925582727,127.07544104373827
37.542982262841385,127.07543763797432
37.54296376276202,127.07543457497425
37.54294616833932,127.0754314079145
37.54292991683676,127.07542864453174
37.54291296630519,127.07542686352735
37.54289626394932,127.0754263972817
37.542880834749276,127.07542727164868
37.54286521164767,127.07543038647592
37.54285099147931,127.07543496874212
37.54283638752035,127.07544268129183
37.54282292263917,127.0754516817161
37.54280934624231,127.0754637175489
37.542797096646076,127.07547652398057
37.54278562944509,127.07549061969264
37.54277471499769,127.07550592662285
37.54276452242148,127.07552200513767
37.54275531477118,127.07553952692865
37.54274697787791,127.07555782802446
37.54273947667595,127.07557655065439
37.542732567563384,127.07559671901187
37.54272602609876,127.0756173116131
37.54271956675666,127.07563845554053
37.542713206616995,127.07565871706637
37.54270734492703,127.07567976019818
37.54270140024034,127.07570143604566
37.54269550280451,127.07572309023816
37.54268957846667,127.07574439605541
37.54268373728926,127.07576573904645
37.54267775308005,127.07578705639955
37.542671904755665,127.07580856598253
37.54266600973767,127.07583005667952
37.542660064628315,127.07585126666223
37.542654120706615,127.07587273518882
37.54264821430781,127.07589382817481
37.542642444218096,127.0759148984939
37.542636691925466,127.07593629606373
37.54263113985773,127.07595776530255
37.54262571467844,127.07597913230636
37.54262026634205,127.07600096737262
37.54261489517133,127.07602226543142
37.54260961516755,127.0760436768554
37.54260442620464,127.07606553110308
37.5425994021238,127.07608661387177
37.54259444457735,127.07610786014331
37.542589806969254,127.07612997535784
37.54258509134174,127.07615155835762
37.54258064669468,127.07617329822168
37.54257609612871,127.07619484978747
37.54257174248422,127.0762169771834
37.542567469985165,127.0762387513677
37.542563288542375,127.07626086186553
37.54255934854459,127.07628225156611
37.54255579787838,127.07630302354552
37.54255292135161,127.07632533730653
37.54255058940236,127.07634625695209
37.54254910753768,127.07636669965508
37.542548739126744,127.07638759950031
37.54254932070348,127.07640842370661
37.5425511069495,127.07642848241069
37.54255415993936,127.07644848300181
37.542558820846466,127.07646875467732
37.54256374585741,127.07648683182573
37.54256976887072,127.07650400292229
37.542579323770475,127.07652198299164
37.542588725335484,127.07653700764395
37.54259950886608,127.07655125997422
37.54261327351854,127.07656678504132
37.54262579180542,127.07657984486579
37.542639310462235,127.07659323518365
37.54265339496029,127.07660619331055
37.5426678705571,127.07661855944717
37.54268201913002,127.07663068246497
37.54269736015202,127.07664276704344
37.54271202873608,127.07665432875903
37.54272675225708,127.07666551855023
37.542742733896056,127.07667671578456
37.54275822761179,127.0766877311307
37.54277384727291,127.07669812732055
37.5427895435896,127.07670775869337
37.542804790575495,127.07671707596536
37.54282093632337,127.0767259083964
37.54283634324699,127.07673412867402
37.54285277575853,127.07674147908743
37.54286922531804,127.07674872554811
37.54288530596131,127.07675500449633
37.5429012521517,127.07676041882195
37.54291842006362,127.0767645131313
37.542935942509644,127.07676803379768
37.54295212067189,127.07677076670839
37.54296936095404,127.07677254548777
37.54298665329355,127.07677371354146
37.54300418180201,127.07677417607415
37.5430217249486,127.07677437995713
37.54303990014317,127.0767739640964
37.54305786454805,127.07677365142492
37.54307561260469,127.07677340313141
37.543093354319545,127.07677302314792
37.54311174364096,127.076772303808
37.543129478231016,127.07677208864098
37.543147424651366,127.07677182715508
37.54316535396592,127.07677134918026
37.54318306844943,127.07677103616392
37.54320177903491,127.07677037607417
37.543219187571786,127.0767701833942
37.543237107005965,127.07676961594971
37.54325566213953,127.07676927607416
37.543273004013585,127.07676919830743
37.5432912672594,127.0767688046354
37.54330954690919,127.07676827607416
37.543327168595596,127.07676811953947
37.54334456091054,127.07676829049299
37.543362864902576,127.07676776149151
37.54338030674716,127.07676731580827
37.54339776150487,127.07676640373221
37.54341494116783,127.07676455441492
37.54343151593002,127.07676203908605
37.543447727825985,127.07675837743496
37.54346306696482,127.0767538033074
37.54347816809225,127.07674736759971
37.54349272569614,127.07673905853324
37.5435057228662,127.07672995441989
37.54351862667547,127.07671794013625
37.543529578540934,127.07670512549329
37.543539502653,127.07669015063165
37.54354784537763,127.0766742219779
37.54355468671943,127.07665653476413
37.543560324547194,127.07663681079106
37.54356526476271,127.07661572736762
37.5435699635097,127.07659487590382
37.54357433745929,127.07657268194674
37.54357839247671,127.07655083106874
37.543582500399076,127.07653001527476
37.543586600886286,127.0765071498336
37.54359047944742,127.07648476231837
37.54359455629444,127.0764632705796
37.543598702568616,127.0764407157912
37.543603056908296,127.07641857336151
37.543607406508436,127.0763964385629
37.543611800497864,127.07637432939445
37.54361631808707,127.07635254238353
37.54362072932601,127.07633064682226
37.543625206398616,127.07630849904416
37.54362969812926,127.07628669650548
37.5436341985594,127.07626462283466
37.54363873322109,127.07624269733505
37.543643172744645,127.07622080325775
37.54364766388695,127.07619871654468
37.543652120399464,127.07617698036518
37.543656579155154,127.0761549465866
37.543661066109216,127.07613316290625
37.54366551186199,127.07611093958569
37.54366986738723,127.07608941918372
37.54367439202934,127.07606740424993
37.543678852011304,127.07604546351935
37.54368332465884,127.07602353269266
37.54368778655662,127.07600146066927
37.54369207816811,127.07597933369712
37.54369622483077,127.07595888339671
37.543699792612635,127.07593769406797
37.5437022882137,127.07591650631214
