lat,lon
37.5424610578821,127.0763842
37.54246094282836,127.07637356136848
37.54247176596736,127.07638923961747
37.54248381063312,127.07640705423525
37.542495354192546,127.07642573144541
37.54250696667305,127.07644627591696
37.542516951431956,127.07646682304707
37.54252593759168,127.07648959638476
37.54253291818678,127.07651515508692
37.542537154696,127.07654142161407
37.542538557882104,127.07656738694101
37.54253781637799,127.07659145157865
37.54253561608987,127.07661615674614
37.54253318155503,127.07663913860473
37.542530912077495,127.07665911164264
37.542528258194025,127.07668408946425
37.54252622380721,127.07670604557822
37.542523740991975,127.07672865431967
37.54252139884788,127.07675100620511
37.54251901869023,127.07677369129844
37.54251660286195,127.07679607006038
37.542514244587025,127.07681846118187
37.54251193538586,127.07684113961822
37.542509689167765,127.07686327465288
37.542507378343764,127.07688564977059
37.54250518640395,127.07690780785434
37.542502897464836,127.07693061334012
37.542500768160515,127.07695280948367
37.54249846492229,127.07697528029026
37.54249615796602,127.07699772200664
37.54249380269546,127.07702048493996
37.542491661306585,127.07704265382918
37.542489369335485,127.07706536561793
37.542487252885536,127.07708757336486
37.54248474045646,127.07711078932915
37.54248247452375,127.07713266837621
37.542480081614464,127.07715535040187
37.54247773210003,127.07717748294381
37.54247544894619,127.07720044809088
37.542473145207175,127.07722289114352
37.54247082965766,127.07724504032758
37.54246863672256,127.07726755568292
37.54246642074392,127.07729006783707
37.54246425119398,127.07731229197204
37.542462075157935,127.07733510626962
37.54245983690001,127.07735756160348
37.54245762521668,127.0773803465682
37.542455444734244,127.07740259240722
37.54245319129364,127.07742504491262
37.542450914266915,127.07744754858305
37.542448730638306,127.07747006715611
37.54244647854267,127.07749229635573
37.54244421881163,127.07751508295384
37.54244198242571,127.07753731106409
37.542439613408995,127.07756011557792
37.54243739668532,127.07758231323282
37.542435108676116,127.07760460501325
37.54243288993858,127.07762735846323
37.54243060521888,127.0776498934597
37.54242840811815,127.07767216796226
37.54242613655342,127.07769467447764
37.542423897668726,127.07771728116174
37.54242160845598,127.07773985473469
37.5424193602515,127.0777624402038
37.542417145247676,127.07778499812406
37.542415076501605,127.07780687321682
37.5424129905108,127.07782947766087
37.54241090772191,127.0778517753083
37.54240893995204,127.0778743318336
37.542407125103985,127.07789697896204
37.542405202837855,127.07791998705594
37.542403145616284,127.07794177610023
37.54240115805134,127.07796480552061
37.5423987820675,127.07798775100702
37.54239594884254,127.07801070960949
37.54239267334149,127.07803422956442
37.54238908453224,127.07805681763871
37.542385712255275,127.0780779882553
37.54238212563804,127.07810058068303
37.5423786009886,127.07812279718355
37.542375236467684,127.07814465927822
37.542371748152,127.0781675912063
37.54236850248537,127.0781892833117
37.54236521177206,127.07821155890952
37.542362007378465,127.07823373923864
37.54235864143227,127.07825638642704
37.54235526380267,127.0782787019463
37.54235160913018,127.07830159803999
37.542346912091716,127.07832518062014
37.54234116027355,127.07834823096299
37.54233369024551,127.07837193990055
37.54232486234132,127.07839401286674
37.54231465737824,127.0784151727361
37.542302363273215,127.07843588370679
37.542288398965276,127.07845513525022
37.54227346420587,127.07847158251484
37.542256942332,127.07848639493136
37.542239218069206,127.07849909881664
37.54222131679432,127.07850934613207
37.542201366441454,127.07851763089378
37.54218167148362,127.0785231592609
37.542162261064504,127.07852596037642
37.54214231802388,127.07852691049561
37.54212314591496,127.0785262272298
37.54210501967118,127.07852477226888
37.542086671081925,127.07852291191122
37.54206951171592,127.07852119736665
37.542051167258094,127.07851952926731
37.542032698900925,127.07851746861043
37.54201523554955,127.07851539825926
37.54199711581376,127.07851318694826
37.54197882239001,127.07851074866765
37.541960974505066,127.0785081514162
37.5419433699394,127.07850557682036
37.54192528090586,127.07850294259681
37.541907622909136,127.07850047435804
37.541889502837066,127.07849794869625
37.54187158839241,127.07849533950746
37.54185390516492,127.07849270503702
37.5418360241557,127.07849009673595
